type,startTime,endTime,hierarchyLevel,probability,placeID,semanticType,topCandidateProbability,lat,lon,activityType,startLat,startLon,endLat,endLon,distanceMeters
timelinePath,2026-02-18T15:00:00.000Z,2026-02-18T17:00:00.000Z,,,,,,51.056088,3.722286,,,,,,
timelinePath,2026-02-18T17:00:00.000Z,2026-02-18T19:00:00.000Z,,,,,,51.034778,3.711253,,,,,,
timelinePath,2026-02-18T21:00:00.000Z,2026-02-18T23:00:00.000Z,,,,,,50.851223,4.338233,,,,,,
timelinePath,2026-02-19T07:00:00.000Z,2026-02-19T09:00:00.000Z,,,,,,50.845618,4.356300,,,,,,
timelinePath,2026-02-19T09:00:00.000Z,2026-02-19T11:00:00.000Z,,,,,,51.196630,3.215882,,,,,,
timelinePath,2026-02-19T11:00:00.000Z,2026-02-19T13:00:00.000Z,,,,,,51.204990,3.225467,,,,,,
timelinePath,2026-02-19T13:00:00.000Z,2026-02-19T15:00:00.000Z,,,,,,51.213565,3.228648,,,,,,
timelinePath,2026-02-19T15:00:00.000Z,2026-02-19T17:00:00.000Z,,,,,,51.197155,3.217637,,,,,,
timelinePath,2026-02-19T17:00:00.000Z,2026-02-19T19:00:00.000Z,,,,,,50.845719,4.355613,,,,,,
timelinePath,2026-02-19T19:00:00.000Z,2026-02-19T21:00:00.000Z,,,,,,50.850693,4.344337,,,,,,
timelinePath,2026-02-20T05:00:00.000Z,2026-02-20T07:00:00.000Z,,,,,,50.857778,4.345902,,,,,,
timelinePath,2026-02-20T07:00:00.000Z,2026-02-20T09:00:00.000Z,,,,,,51.526200,4.758349,,,,,,
timelinePath,2026-02-20T09:00:00.000Z,2026-02-20T11:00:00.000Z,,,,,,52.361080,4.878091,,,,,,
timelinePath,2026-02-20T13:00:00.000Z,2026-02-20T15:00:00.000Z,,,,,,52.371041,4.882832,,,,,,
timelinePath,2026-02-20T15:00:00.000Z,2026-02-20T17:00:00.000Z,,,,,,52.362386,4.880531,,,,,,
timelinePath,2026-02-20T17:00:00.000Z,2026-02-20T19:00:00.000Z,,,,,,52.357219,4.879513,,,,,,
timelinePath,2026-02-20T19:00:00.000Z,2026-02-20T21:00:00.000Z,,,,,,52.361022,4.878152,,,,,,
timelinePath,2026-02-20T21:00:00.000Z,2026-02-20T23:00:00.000Z,,,,,,52.360914,4.878017,,,,,,
timelinePath,2026-02-21T05:00:00.000Z,2026-02-21T07:00:00.000Z,,,,,,52.360916,4.878010,,,,,,
timelinePath,2026-02-21T07:00:00.000Z,2026-02-21T09:00:00.000Z,,,,,,52.362355,4.880846,,,,,,
timelinePath,2026-02-21T09:00:00.000Z,2026-02-21T11:00:00.000Z,,,,,,52.393656,4.912470,,,,,,
timelinePath,2026-02-21T11:00:00.000Z,2026-02-21T13:00:00.000Z,,,,,,52.475117,4.818143,,,,,,
timelinePath,2026-02-21T13:00:00.000Z,2026-02-21T15:00:00.000Z,,,,,,52.372239,4.909588,,,,,,
timelinePath,2026-02-21T15:00:00.000Z,2026-02-21T17:00:00.000Z,,,,,,52.371110,4.891881,,,,,,
timelinePath,2026-02-21T19:00:00.000Z,2026-02-21T21:00:00.000Z,,,,,,52.360959,4.877995,,,,,,
timelinePath,2026-02-21T21:00:00.000Z,2026-02-21T23:00:00.000Z,,,,,,52.363707,4.884067,,,,,,
timelinePath,2026-02-22T09:00:00.000Z,2026-02-22T11:00:00.000Z,,,,,,52.361094,4.878082,,,,,,
timelinePath,2026-02-22T11:00:00.000Z,2026-02-22T13:00:00.000Z,,,,,,52.364877,4.884125,,,,,,
timelinePath,2026-02-22T13:00:00.000Z,2026-02-22T15:00:00.000Z,,,,,,52.377101,4.910155,,,,,,
timelinePath,2026-02-22T15:00:00.000Z,2026-02-22T17:00:00.000Z,,,,,,52.362647,4.887948,,,,,,
timelinePath,2026-02-22T17:00:00.000Z,2026-02-22T19:00:00.000Z,,,,,,52.358154,4.862861,,,,,,
timelinePath,2026-02-22T19:00:00.000Z,2026-02-22T21:00:00.000Z,,,,,,52.361015,4.878150,,,,,,
timelinePath,2026-02-23T09:00:00.000Z,2026-02-23T11:00:00.000Z,,,,,,51.530054,-0.123963,,,,,,
timelinePath,2026-02-23T11:00:00.000Z,2026-02-23T13:00:00.000Z,,,,,,51.510197,-0.133868,,,,,,
timelinePath,2026-02-23T15:00:00.000Z,2026-02-23T17:00:00.000Z,,,,,,51.511173,-0.083526,,,,,,
timelinePath,2026-02-23T17:00:00.000Z,2026-02-23T19:00:00.000Z,,,,,,51.506178,-0.101454,,,,,,
timelinePath,2026-02-23T19:00:00.000Z,2026-02-23T21:00:00.000Z,,,,,,51.504424,-0.123039,,,,,,
timelinePath,2026-02-23T23:00:00.000Z,2026-02-24T01:00:00.000Z,,,,,,51.510283,-0.133835,,,,,,
timelinePath,2026-02-24T07:00:00.000Z,2026-02-24T09:00:00.000Z,,,,,,51.510284,-0.133837,,,,,,
timelinePath,2026-02-24T09:00:00.000Z,2026-02-24T11:00:00.000Z,,,,,,51.510477,-0.137380,,,,,,
timelinePath,2026-02-24T11:00:00.000Z,2026-02-24T13:00:00.000Z,,,,,,51.517246,-0.206080,,,,,,
timelinePath,2026-02-24T13:00:00.000Z,2026-02-24T15:00:00.000Z,,,,,,51.510262,-0.183266,,,,,,
timelinePath,2026-02-24T15:00:00.000Z,2026-02-24T17:00:00.000Z,,,,,,51.494731,-0.168979,,,,,,
timelinePath,2026-02-24T17:00:00.000Z,2026-02-24T19:00:00.000Z,,,,,,51.497126,-0.159176,,,,,,
timelinePath,2026-02-24T19:00:00.000Z,2026-02-24T21:00:00.000Z,,,,,,51.503868,-0.019683,,,,,,
timelinePath,2026-02-24T23:00:00.000Z,2026-02-25T01:00:00.000Z,,,,,,51.510157,-0.133942,,,,,,
timelinePath,2026-02-25T07:00:00.000Z,2026-02-25T09:00:00.000Z,,,,,,51.510437,-0.134223,,,,,,
timelinePath,2026-02-25T09:00:00.000Z,2026-02-25T11:00:00.000Z,,,,,,51.517136,-0.142990,,,,,,
timelinePath,2026-02-25T11:00:00.000Z,2026-02-25T13:00:00.000Z,,,,,,51.541519,-0.146291,,,,,,
timelinePath,2026-02-25T13:00:00.000Z,2026-02-25T15:00:00.000Z,,,,,,51.536288,-0.163777,,,,,,
timelinePath,2026-02-25T15:00:00.000Z,2026-02-25T17:00:00.000Z,,,,,,51.528184,-0.150859,,,,,,
timelinePath,2026-02-25T17:00:00.000Z,2026-02-25T19:00:00.000Z,,,,,,51.486889,-0.170104,,,,,,
timelinePath,2026-02-25T19:00:00.000Z,2026-02-25T21:00:00.000Z,,,,,,51.510286,-0.133839,,,,,,
timelinePath,2026-02-25T21:00:00.000Z,2026-02-25T23:00:00.000Z,,,,,,51.510286,-0.133839,,,,,,
timelinePath,2026-02-26T07:00:00.000Z,2026-02-26T09:00:00.000Z,,,,,,51.510456,-0.136477,,,,,,
timelinePath,2026-02-26T09:00:00.000Z,2026-02-26T11:00:00.000Z,,,,,,51.502549,-0.203992,,,,,,
timelinePath,2026-02-26T11:00:00.000Z,2026-02-26T13:00:00.000Z,,,,,,51.499803,-0.163691,,,,,,
timelinePath,2026-02-26T13:00:00.000Z,2026-02-26T15:00:00.000Z,,,,,,51.510217,-0.133763,,,,,,
timelinePath,2026-02-26T15:00:00.000Z,2026-02-26T17:00:00.000Z,,,,,,51.507965,-0.087877,,,,,,
timelinePath,2026-02-26T17:00:00.000Z,2026-02-26T19:00:00.000Z,,,,,,51.513873,-0.101205,,,,,,
timelinePath,2026-02-27T03:00:00.000Z,2026-02-27T05:00:00.000Z,,,,,,51.510478,-0.133965,,,,,,
timelinePath,2026-02-27T05:00:00.000Z,2026-02-27T07:00:00.000Z,,,,,,51.508079,-0.126511,,,,,,
timelinePath,2026-02-27T11:00:00.000Z,2026-02-27T13:00:00.000Z,,,,,,40.410521,-3.700827,,,,,,
timelinePath,2026-02-27T13:00:00.000Z,2026-02-27T15:00:00.000Z,,,,,,40.412505,-3.687360,,,,,,
timelinePath,2026-02-27T15:00:00.000Z,2026-02-27T17:00:00.000Z,,,,,,40.416415,-3.705278,,,,,,
timelinePath,2026-02-27T19:00:00.000Z,2026-02-27T21:00:00.000Z,,,,,,40.410156,-3.700545,,,,,,
timelinePath,2026-02-27T23:00:00.000Z,2026-02-28T01:00:00.000Z,,,,,,40.431578,-3.697158,,,,,,
timelinePath,2026-02-28T05:00:00.000Z,2026-02-28T07:00:00.000Z,,,,,,40.433233,-3.704431,,,,,,
timelinePath,2026-02-28T09:00:00.000Z,2026-02-28T11:00:00.000Z,,,,,,40.410469,-3.701045,,,,,,
timelinePath,2026-02-28T13:00:00.000Z,2026-02-28T15:00:00.000Z,,,,,,40.420235,-3.702994,,,,,,
timelinePath,2026-02-28T15:00:00.000Z,2026-02-28T17:00:00.000Z,,,,,,40.414117,-3.703052,,,,,,
timelinePath,2026-02-28T17:00:00.000Z,2026-02-28T19:00:00.000Z,,,,,,40.420936,-3.706935,,,,,,
timelinePath,2026-02-28T19:00:00.000Z,2026-02-28T21:00:00.000Z,,,,,,40.419423,-3.705294,,,,,,
timelinePath,2026-02-28T21:00:00.000Z,2026-02-28T23:00:00.000Z,,,,,,40.410156,-3.700545,,,,,,
timelinePath,2026-03-01T07:00:00.000Z,2026-03-01T09:00:00.000Z,,,,,,40.410255,-3.700665,,,,,,
timelinePath,2026-03-01T09:00:00.000Z,2026-03-01T11:00:00.000Z,,,,,,40.417550,-3.705911,,,,,,
timelinePath,2026-03-01T11:00:00.000Z,2026-03-01T13:00:00.000Z,,,,,,40.420240,-3.702373,,,,,,
timelinePath,2026-03-01T13:00:00.000Z,2026-03-01T15:00:00.000Z,,,,,,40.411002,-3.700496,,,,,,
timelinePath,2026-03-01T15:00:00.000Z,2026-03-01T17:00:00.000Z,,,,,,40.410282,-3.702723,,,,,,
timelinePath,2026-03-02T01:00:00.000Z,2026-03-02T03:00:00.000Z,,,,,,40.464025,-3.570795,,,,,,
timelinePath,2026-03-04T23:00:00.000Z,2026-03-05T01:00:00.000Z,,,,,,-34.585532,-58.479926,,,,,,
timelinePath,2026-03-05T01:00:00.000Z,2026-03-05T03:00:00.000Z,,,,,,-34.577283,-58.483873,,,,,,
timelinePath,2026-03-05T23:00:00.000Z,2026-03-06T01:00:00.000Z,,,,,,-34.611004,-58.433405,,,,,,
timelinePath,2026-03-06T01:00:00.000Z,2026-03-06T03:00:00.000Z,,,,,,-34.593099,-58.507295,,,,,,
timelinePath,2026-03-06T03:00:00.000Z,2026-03-06T05:00:00.000Z,,,,,,-34.601152,-58.471868,,,,,,
timelinePath,2026-03-08T01:00:00.000Z,2026-03-08T03:00:00.000Z,,,,,,-34.598836,-58.482606,,,,,,
timelinePath,2026-03-08T23:00:00.000Z,2026-03-09T01:00:00.000Z,,,,,,-34.573102,-58.479969,,,,,,
timelinePath,2026-03-09T01:00:00.000Z,2026-03-09T03:00:00.000Z,,,,,,-34.583023,-58.476734,,,,,,
timelinePath,2026-03-10T03:00:00.000Z,2026-03-10T05:00:00.000Z,,,,,,-34.598734,-58.482567,,,,,,
timelinePath,2026-03-10T11:00:00.000Z,2026-03-10T13:00:00.000Z,,,,,,-34.584907,-58.479065,,,,,,
timelinePath,2026-03-10T15:00:00.000Z,2026-03-10T17:00:00.000Z,,,,,,-34.576686,-58.482901,,,,,,
timelinePath,2026-03-11T11:00:00.000Z,2026-03-11T13:00:00.000Z,,,,,,-34.562781,-58.491260,,,,,,
timelinePath,2026-03-11T15:00:00.000Z,2026-03-11T17:00:00.000Z,,,,,,-34.547509,-58.486660,,,,,,
timelinePath,2026-03-12T13:00:00.000Z,2026-03-12T15:00:00.000Z,,,,,,-34.598758,-58.482568,,,,,,
timelinePath,2026-03-12T23:00:00.000Z,2026-03-13T01:00:00.000Z,,,,,,-34.611023,-58.433376,,,,,,
timelinePath,2026-03-13T03:00:00.000Z,2026-03-13T05:00:00.000Z,,,,,,-34.616574,-58.383515,,,,,,
timelinePath,2026-03-13T23:00:00.000Z,2026-03-14T01:00:00.000Z,,,,,,-34.605832,-58.374021,,,,,,
timelinePath,2026-03-14T01:00:00.000Z,2026-03-14T03:00:00.000Z,,,,,,-34.575314,-58.406557,,,,,,
timelinePath,2026-03-14T11:00:00.000Z,2026-03-14T13:00:00.000Z,,,,,,-34.605763,-58.374179,,,,,,
